user_id,browsing_time,pages_viewed,cart_additions,purchase_count,total_spending,average_order_value,discount_usage_count,discount_ratio,return_count,days_since_last_purchase,session_count,user_type
U00422,62.6,46,5,5,525.96,121.8,1.0,0.194,0.0,24,7,normal
U00420,94.72,32,2,2,152.61,74.74,2.0,0.26,0.0,5,9,normal
U00751,57.6,68,10,10,2674.93,261.93,,0.246,0.0,5,15,high_value
U00587,47.32,36,5,0,0.0,128.32,0.0,0.287,0.0,2,4,normal
U00781,154.81,127,21,0,0.0,67.39,0.0,0.401,,56,16,low_conversion
U00673,53.44,40,2,1,173.24,157.3,2.0,0.1,0.0,33,7,normal
U00120,70.49,37,8,0,0.0,147.86,2.0,0.138,0.0,17,4,normal
U00054,33.83,26,1,0,0.0,194.28,1.0,0.152,0.0,57,4,normal
U00152,62.08,36,4,1,175.88,180.76,3.0,0.28,0.0,58,8,normal
U00404,62.03,33,2,1,75.06,63.52,0.0,0.323,0.0,18,4,normal
U00946,61.82,64,9,3,328.67,106.16,8.0,0.58,1.0,30,5,promotion_abuse_like
U00208,76.43,36,6,0,0.0,125.12,0.0,0.056,0.0,58,4,normal
U00659,81.64,30,2,2,262.99,146.22,2.0,0.147,0.0,47,8,normal
U00844,226.9,108,16,1,138.16,138.05,1.0,0.266,0.0,58,13,low_conversion
U00763,96.58,64,13,9,2521.03,329.0,3.0,0.187,0.0,18,9,high_value
U00009,57.28,42,4,1,114.75,112.3,0.0,0.199,0.0,58,9,normal
U00808,204.48,114,13,0,0.0,118.61,2.0,0.276,0.0,60,22,low_conversion
U00037,31.39,42,6,2,189.11,97.97,1.0,0.16,0.0,53,5,normal
U00453,41.61,29,3,3,434.1,135.83,3.0,0.085,,19,6,normal
U00652,76.77,30,7,4,660.02,162.06,0.0,0.217,0.0,1,4,normal
U00254,57.96,42,3,0,0.0,130.63,0.0,0.133,,32,4,normal
U00304,32.24,31,4,0,0.0,85.36,0.0,0.164,0.0,5,8,normal
U00747,43.33,57,10,10,3266.36,361.42,2.0,0.183,0.0,21,13,high_value
U00572,45.16,29,2,2,132.57,70.07,0.0,0.117,0.0,5,3,normal
U00624,38.76,38,6,4,694.92,160.57,1.0,0.154,0.0,18,4,normal
U00733,128.85,43,5,0,0.0,299.75,0.0,0.239,0.0,2,6,high_value
U00892,70.8,63,9,6,663.88,100.84,12.0,0.595,0.0,34,6,promotion_abuse_like
U00263,69.34,34,3,3,338.99,103.41,0.0,0.215,0.0,22,3,normal
U00611,62.29,37,3,3,411.49,135.7,2.0,0.117,0.0,10,8,normal
U00298,29.71,34,3,3,309.59,89.6,1.0,0.175,0.0,14,10,normal
U00415,55.8,26,6,2,254.83,139.66,3.0,0.22,0.0,35,7,normal
U00151,73.79,41,4,2,109.09,51.6,1.0,0.136,0.0,38,5,normal
U00789,105.23,108,16,0,0.0,81.18,1.0,0.479,0.0,105,14,low_conversion
U00641,42.55,39,3,1,167.66,155.82,3.0,0.115,0.0,45,5,normal
U00890,146.93,66,8,6,592.93,92.52,8.0,0.577,0.0,11,13,promotion_abuse_like
U00551,59.44,28,3,0,0.0,92.88,0.0,0.262,0.0,53,10,normal
U00887,90.44,53,10,2,213.35,108.54,4.0,0.683,0.0,42,7,promotion_abuse_like
U00489,21.59,30,4,0,0.0,166.81,1.0,0.116,0.0,49,13,normal
U00148,63.55,38,1,1,52.79,64.08,0.0,0.16,0.0,34,7,normal
U00147,67.1,38,8,2,235.78,107.67,0.0,0.164,0.0,21,1,normal
U00721,83.51,51,12,8,2198.93,279.99,1.0,0.079,0.0,15,9,high_value
U00932,34.27,66,4,4,213.73,55.08,7.0,0.567,0.0,35,10,promotion_abuse_like
U00740,98.47,56,6,6,1366.68,218.61,0.0,0.11,,19,5,high_value
U00660,75.15,32,5,0,0.0,81.18,1.0,0.318,0.0,26,8,normal
U00349,65.5,34,4,2,338.21,163.8,3.0,0.181,1.0,44,5,normal
U00464,39.69,36,6,3,246.35,85.04,,0.123,0.0,48,5,normal
U00326,66.87,44,4,0,0.0,166.81,,0.176,0.0,43,6,normal
U00187,16.19,37,7,4,789.69,169.95,3.0,0.211,,59,7,normal
U00124,68.45,46,2,1,136.55,149.61,2.0,0.175,0.0,46,2,normal
U00854,193.16,109,19,1,124.22,117.85,1.0,0.12,0.0,43,10,low_conversion
U00609,61.59,29,4,1,115.95,126.46,0.0,0.204,,57,6,normal
U00144,43.45,42,4,2,261.77,159.04,1.0,0.195,0.0,8,8,normal
U00959,225.32,257,11,2,264.29,134.04,3.0,0.269,0.0,53,34,high_activity_anomaly
U00198,66.14,35,3,1,115.28,115.4,1.0,0.24,,43,6,normal
U00610,49.81,32,3,2,333.73,174.8,2.0,0.171,1.0,59,3,normal
U00280,58.57,32,4,2,321.09,164.22,1.0,0.241,0.0,59,12,normal
U00294,46.86,33,3,3,425.13,144.8,4.0,0.142,0.0,16,4,normal
U00401,36.15,40,3,1,102.19,113.16,,0.27,,9,9,normal
U00123,50.92,43,7,1,104.28,101.58,1.0,0.31,,26,9,normal
U00184,73.44,40,4,4,286.8,66.04,2.0,0.114,0.0,58,7,normal
U00203,62.84,35,3,3,227.01,82.6,0.0,0.0,0.0,49,7,normal
U00439,42.5,43,0,0,0.0,81.51,1.0,0.128,0.0,8,8,normal
U00247,43.23,44,4,3,261.79,87.44,0.0,0.213,0.0,26,7,normal
U00416,40.44,39,3,2,188.06,100.45,1.0,0.155,,19,12,normal
U00933,130.92,53,7,7,739.5,85.3,2.0,0.619,1.0,2,6,promotion_abuse_like
U00766,123.89,66,16,15,3056.09,203.17,4.0,0.173,0.0,2,8,high_value
U00907,109.83,63,8,0,0.0,15.37,10.0,0.653,0.0,20,13,promotion_abuse_like
U00836,239.45,113,8,0,0.0,112.27,1.0,0.299,0.0,112,14,low_conversion
U00888,83.51,75,7,2,274.2,125.73,3.0,0.473,0.0,41,8,promotion_abuse_like
U00130,58.95,32,2,0,0.0,70.63,2.0,0.062,0.0,34,14,normal
U00638,69.61,30,4,3,282.82,109.39,0.0,0.136,0.0,57,9,normal
U00403,58.8,35,5,0,0.0,128.13,1.0,0.29,0.0,2,6,normal
U00785,236.02,115,14,0,0.0,104.24,0.0,0.295,0.0,73,14,low_conversion
U00771,90.35,78,9,7,1023.74,150.0,2.0,0.135,0.0,6,15,high_value
U00736,119.75,67,6,6,1992.08,317.15,2.0,0.184,0.0,23,15,high_value
U00914,42.39,76,3,3,287.81,83.43,8.0,0.539,0.0,20,8,promotion_abuse_like
U00220,44.5,34,8,0,0.0,73.8,4.0,0.197,0.0,21,5,normal
U00642,82.04,31,3,3,440.4,134.82,0.0,0.054,0.0,38,9,normal
U00916,101.27,79,6,5,690.44,160.31,11.0,0.531,1.0,12,15,promotion_abuse_like
U00753,101.66,58,12,12,3451.65,298.63,2.0,0.194,0.0,14,14,high_value
U00807,105.14,121,11,1,74.76,82.09,3.0,0.322,0.0,91,9,low_conversion
U00920,65.21,72,9,8,1000.07,114.16,7.0,0.513,5.0,5,7,promotion_abuse_like
U00625,27.05,42,1,0,0.0,106.25,0.0,0.166,0.0,28,5,normal
U00875,96.86,125,20,0,0.0,92.67,,0.282,0.0,45,14,low_conversion
U00761,117.18,61,7,6,1547.39,238.5,0.0,0.002,0.0,14,13,high_value
U00387,69.74,33,5,2,381.82,196.53,0.0,0.12,0.0,5,9,normal
U00973,114.94,263,12,2,252.97,113.4,4.0,0.262,0.0,51,46,high_activity_anomaly
U00510,55.2,35,2,2,284.74,146.68,,0.336,0.0,12,9,normal
U00268,30.87,32,6,0,0.0,132.76,,0.255,0.0,44,8,normal
U00820,188.93,123,17,0,0.0,136.35,1.0,0.311,,20,19,low_conversion
U00442,48.44,29,4,0,0.0,138.38,2.0,0.1,0.0,52,5,normal
U00497,65.89,28,4,4,693.14,159.58,0.0,0.179,,5,8,normal
U00113,50.31,32,5,2,231.76,119.85,1.0,0.253,0.0,44,9,normal
U00692,43.4,33,4,3,367.38,139.64,1.0,0.0,0.0,26,8,normal
U00233,40.57,36,4,0,0.0,134.17,,0.028,0.0,45,4,normal
U00870,206.85,114,17,0,0.0,93.78,1.0,0.28,,24,24,low_conversion
U00608,63.93,33,2,2,255.32,131.61,0.0,0.202,0.0,4,4,normal
U00672,55.77,41,5,2,350.66,190.34,1.0,0.163,,49,4,normal
U00374,62.33,35,1,0,0.0,113.81,0.0,0.182,0.0,40,7,normal
U00982,251.7,252,20,1,59.36,67.13,1.0,0.292,0.0,49,31,high_activity_anomaly
U00843,99.35,125,12,2,138.32,65.13,1.0,0.135,0.0,51,19,low_conversion
U00234,32.06,43,5,1,60.09,60.62,0.0,0.193,0.0,7,3,normal
U00786,186.7,114,14,0,0.0,141.55,0.0,0.385,0.0,52,12,low_conversion
U00677,45.69,28,6,3,323.75,110.26,1.0,0.076,0.0,10,6,normal
U00318,31.0,42,8,0,0.0,97.69,0.0,0.149,0.0,28,6,normal
U00649,15.64,42,4,0,0.0,121.62,1.0,0.288,0.0,31,4,normal
U00411,56.94,36,4,0,0.0,143.13,1.0,0.147,,54,6,normal
U00899,94.33,69,11,0,0.0,103.68,,0.589,,12,11,promotion_abuse_like
U00710,119.1,52,8,7,1990.04,302.19,1.0,0.251,0.0,24,7,high_value
U00359,51.89,36,1,0,0.0,83.26,0.0,0.186,0.0,14,9,normal
U00259,63.73,40,1,1,130.19,115.41,1.0,0.173,,52,5,normal
U00745,111.2,62,10,7,2252.26,296.76,0.0,0.245,0.0,9,15,high_value
U00628,46.15,34,4,1,156.21,146.04,0.0,0.22,0.0,33,7,normal
U00633,70.19,33,3,2,297.54,147.63,2.0,0.238,0.0,43,5,normal
U00283,30.52,40,5,3,282.73,105.72,0.0,0.263,0.0,4,5,normal
U00377,57.85,31,2,0,0.0,132.24,3.0,0.234,0.0,6,5,normal
U00385,66.33,31,3,0,0.0,79.53,0.0,0.34,0.0,54,5,normal
U00225,47.74,32,2,2,354.82,162.55,,0.151,0.0,42,6,normal
U00954,248.38,248,17,3,361.85,121.15,,0.217,0.0,80,42,high_activity_anomaly
U00815,121.17,112,17,0,0.0,107.57,1.0,0.267,0.0,97,12,low_conversion
U00473,48.28,31,2,2,224.45,96.57,0.0,0.124,0.0,11,7,normal
U00348,61.6,38,2,0,0.0,66.7,2.0,0.338,0.0,12,3,normal
U00506,78.25,33,3,0,0.0,113.7,1.0,0.253,,33,4,normal
U00640,51.83,46,5,0,0.0,113.76,2.0,0.22,0.0,20,5,normal
U00988,229.79,251,9,1,85.7,83.81,2.0,0.372,0.0,49,38,high_activity_anomaly
U00929,72.0,78,6,6,424.35,68.33,,0.428,0.0,9,9,promotion_abuse_like
U00906,47.17,65,8,0,0.0,92.57,11.0,0.357,0.0,17,1,promotion_abuse_like
U00620,15.05,28,3,2,253.19,137.45,1.0,0.087,0.0,16,5,normal
U00856,216.49,112,15,1,160.65,145.63,1.0,0.236,0.0,104,8,low_conversion
U00804,175.18,119,17,1,114.87,111.24,0.0,0.179,0.0,114,18,low_conversion
U00646,54.33,41,2,2,329.71,161.75,0.0,0.085,,44,5,normal
U00847,236.82,128,16,0,0.0,98.59,0.0,0.262,,88,18,low_conversion
U00557,51.49,30,2,2,332.6,164.64,1.0,0.275,0.0,23,7,normal
U00958,280.07,253,11,3,465.58,131.2,,0.173,0.0,56,35,high_activity_anomaly
U00578,63.25,31,4,4,143.64,36.43,1.0,0.178,1.0,41,7,normal
U00796,97.29,115,13,1,122.34,110.74,0.0,0.213,0.0,112,18,low_conversion
U00086,59.93,36,6,1,98.08,107.39,,0.117,0.0,38,6,normal
U00243,91.02,32,2,2,331.33,172.46,0.0,0.123,0.0,49,10,normal
U00699,25.35,40,3,0,0.0,127.11,,0.122,0.0,27,10,normal
U00160,51.24,29,1,1,136.37,132.07,1.0,0.224,0.0,14,6,normal
U00525,35.6,32,2,0,0.0,139.82,1.0,0.21,0.0,42,7,normal
U00036,64.12,39,11,0,0.0,145.02,2.0,0.081,0.0,1,3,normal
U00541,41.6,30,8,3,601.46,190.54,0.0,0.275,0.0,20,7,normal
U00171,87.56,32,5,1,106.0,105.52,0.0,0.351,,54,7,normal
U00655,37.04,34,0,1,106.19,95.43,0.0,0.065,0.0,47,5,normal
U00891,37.03,69,5,4,620.74,139.72,7.0,0.76,0.0,34,6,promotion_abuse_like
U00858,116.86,127,15,0,0.0,87.68,3.0,0.338,0.0,95,17,low_conversion
U00848,98.57,113,23,0,0.0,142.83,,0.088,0.0,28,6,low_conversion
U00945,84.14,81,8,8,1112.27,147.6,5.0,0.654,2.0,43,3,promotion_abuse_like
U00734,100.21,62,10,9,2567.04,292.4,2.0,0.138,0.0,18,15,high_value
U00096,49.52,38,5,3,329.68,100.3,1.0,0.153,0.0,1,5,normal
U00564,62.49,33,3,3,420.09,118.9,3.0,0.115,,56,8,normal
U00241,38.64,30,3,0,0.0,174.59,1.0,0.122,0.0,59,6,normal
U00743,137.45,60,8,8,2423.91,337.34,1.0,0.13,0.0,4,8,high_value
U00575,55.24,38,4,4,558.08,149.34,2.0,0.122,,54,6,normal
U00691,51.7,36,2,2,222.86,120.55,3.0,0.245,0.0,35,4,normal
U00461,24.23,42,1,1,148.15,134.38,4.0,0.247,0.0,51,4,normal
U00554,12.21,37,2,1,211.37,198.59,,0.119,0.0,6,6,normal
U00889,102.1,64,11,0,0.0,43.69,3.0,0.474,0.0,32,9,promotion_abuse_like
U00207,2.49,33,3,2,264.86,132.53,0.0,0.191,0.0,43,6,normal
U00393,82.78,38,3,1,103.97,95.95,3.0,0.158,0.0,19,9,normal
U00795,106.11,94,11,0,0.0,77.96,1.0,0.371,0.0,34,13,low_conversion
U00398,49.97,28,4,1,92.0,76.68,,0.14,0.0,19,9,normal
U00767,135.48,68,8,8,1475.91,186.21,1.0,0.087,0.0,21,9,high_value
U00849,201.9,116,15,0,0.0,69.25,0.0,0.322,0.0,114,18,low_conversion
U00218,54.01,36,5,2,193.24,102.3,0.0,0.078,0.0,57,7,normal
U00005,14.04,34,3,2,204.79,113.53,2.0,0.015,0.0,59,8,normal
U00769,86.42,68,8,8,1848.83,224.42,3.0,0.133,0.0,5,10,high_value
U00643,68.49,52,4,0,0.0,130.08,0.0,0.018,0.0,26,5,normal
U00930,104.03,61,5,5,569.25,124.13,9.0,0.624,,26,9,promotion_abuse_like
U00613,50.13,41,0,1,101.29,107.4,0.0,0.318,0.0,36,6,normal
U00739,97.01,56,11,11,2653.24,223.44,4.0,0.269,,9,10,high_value
U00547,12.14,51,4,0,0.0,100.22,2.0,0.324,0.0,3,7,normal
U00726,54.5,64,9,9,1863.52,213.21,0.0,0.085,0.0,17,11,high_value
U00684,19.7,27,4,2,266.26,125.11,0.0,0.254,0.0,54,4,normal
U00099,20.42,35,4,0,0.0,105.6,2.0,0.267,0.0,11,2,normal
U00805,223.84,119,21,0,0.0,52.81,1.0,0.14,0.0,56,19,low_conversion
U00728,110.78,58,15,11,1320.58,119.18,1.0,0.102,,7,3,high_value
U00574,77.23,46,6,3,326.22,108.32,0.0,0.164,0.0,54,6,normal
U00407,58.57,39,5,1,117.66,115.62,0.0,0.264,0.0,55,6,normal
U00503,47.18,28,3,2,253.37,134.11,,0.231,0.0,19,5,normal
U00048,74.79,35,5,0,0.0,119.71,1.0,0.331,0.0,38,12,normal
U00033,57.0,24,4,1,113.13,136.51,,0.064,0.0,41,5,normal
U00780,56.78,58,7,0,0.0,230.99,2.0,0.119,0.0,1,6,high_value
U00840,176.87,137,10,2,79.22,37.79,0.0,0.196,0.0,44,15,low_conversion
U00201,57.65,39,3,2,273.52,146.74,0.0,0.04,0.0,56,4,normal
U00135,55.2,46,3,2,232.8,114.32,0.0,0.054,0.0,8,3,normal
U00028,45.7,37,5,0,0.0,150.09,1.0,0.074,0.0,19,6,normal
U00881,75.77,71,18,7,883.24,136.03,7.0,0.416,0.0,29,10,promotion_abuse_like
U00231,34.09,34,8,4,388.27,113.48,1.0,0.042,0.0,56,6,normal
U00490,51.75,30,6,0,0.0,78.72,,0.112,0.0,20,5,normal
U00773,92.53,49,7,0,0.0,277.12,3.0,0.094,0.0,15,10,high_value
U00379,68.99,36,5,2,218.83,113.22,0.0,0.151,0.0,50,5,normal
U00289,62.06,37,5,0,0.0,134.9,,0.123,0.0,54,5,normal
U00419,58.48,39,4,2,247.27,125.72,1.0,0.246,0.0,32,11,normal
U00675,69.23,40,7,2,194.02,83.96,0.0,0.238,0.0,52,10,normal
U00392,22.45,33,0,0,0.0,105.6,2.0,0.214,0.0,51,4,normal
U00593,49.49,39,6,1,132.89,135.81,0.0,0.205,,56,9,normal
U00499,49.7,33,4,0,0.0,85.25,3.0,0.12,,43,5,normal
U00139,18.32,38,6,3,281.87,96.47,2.0,0.165,0.0,10,5,normal
U00063,105.57,35,9,4,528.82,120.39,,0.194,0.0,10,4,normal
U00472,65.85,44,5,5,631.07,126.53,3.0,0.166,0.0,12,8,normal
U00648,33.67,30,5,3,395.15,138.59,0.0,0.192,,30,8,normal
U00129,56.58,34,3,0,0.0,140.12,0.0,0.252,0.0,41,7,normal
U00977,204.19,269,9,3,191.56,63.61,,0.0,0.0,68,40,high_activity_anomaly
U00521,65.43,40,3,0,0.0,102.02,2.0,0.124,0.0,36,2,normal
U00839,135.04,134,17,0,0.0,89.52,2.0,0.467,0.0,45,16,low_conversion
U00963,260.48,279,10,3,269.19,81.94,0.0,0.206,,44,35,high_activity_anomaly
U00065,56.3,35,3,1,119.6,113.33,0.0,0.243,1.0,19,5,normal
U00813,162.12,132,14,0,0.0,139.64,0.0,0.285,0.0,98,17,low_conversion
U00015,29.84,35,4,2,254.18,114.38,1.0,0.295,0.0,9,4,normal
U00157,73.43,33,7,2,314.49,158.16,0.0,0.221,0.0,25,8,normal
U00041,60.65,35,7,2,255.12,136.35,2.0,0.215,0.0,13,4,normal
U00493,40.36,33,5,1,128.6,136.83,0.0,0.315,0.0,38,4,normal
U00380,53.28,37,3,1,59.3,58.98,1.0,0.328,0.0,21,6,normal
U00188,50.2,49,5,0,0.0,87.31,3.0,0.207,,13,3,normal
U00764,128.49,61,10,9,2588.91,270.14,3.0,0.161,0.0,14,5,high_value
U00217,75.32,34,4,1,100.65,99.53,1.0,0.106,,38,6,normal
U00792,155.07,120,15,0,0.0,42.4,,0.225,0.0,72,11,low_conversion
U00053,56.27,37,4,1,194.82,192.43,0.0,0.241,0.0,17,5,normal
U00879,104.03,110,17,0,0.0,136.88,1.0,0.266,0.0,78,17,low_conversion
U00338,30.18,27,1,1,102.31,103.61,3.0,0.082,0.0,53,7,normal
U00749,104.26,56,9,0,0.0,192.46,3.0,0.123,0.0,10,18,high_value
U00720,112.67,62,6,6,675.6,108.84,,0.187,0.0,5,5,high_value
U00725,94.45,56,9,9,2812.2,321.58,1.0,0.23,0.0,4,7,high_value
U00296,62.81,24,6,0,0.0,126.91,2.0,0.183,0.0,51,6,normal
U00702,129.48,51,10,10,2782.85,296.57,2.0,0.182,0.0,4,11,high_value
U00252,49.85,28,10,2,240.73,124.62,3.0,0.049,0.0,14,7,normal
U00727,71.72,61,10,10,1273.21,144.94,2.0,0.138,0.0,11,8,high_value
U00462,41.71,34,4,2,262.21,126.94,0.0,0.191,0.0,55,7,normal
U00456,78.42,23,2,2,215.86,122.74,0.0,0.12,0.0,25,8,normal
U00997,244.23,255,16,1,88.45,89.71,5.0,0.304,1.0,78,48,high_activity_anomaly
U00816,249.68,113,11,0,0.0,91.64,2.0,0.346,0.0,55,22,low_conversion
U00863,122.41,110,16,0,0.0,170.58,0.0,0.27,,37,14,low_conversion
U00270,20.92,33,6,1,84.71,85.81,0.0,0.196,,56,7,normal
U00202,46.54,41,5,1,146.31,137.12,,0.09,0.0,4,5,normal
U00162,48.33,34,4,0,0.0,146.9,0.0,0.12,0.0,4,8,normal
U00556,57.49,53,2,0,0.0,177.14,0.0,0.23,0.0,5,7,normal
U00730,46.34,68,15,11,2941.62,249.11,2.0,0.238,0.0,20,11,high_value
U00402,40.63,39,4,4,667.39,184.27,1.0,0.158,,39,10,normal
U00703,131.66,60,11,11,3001.98,264.73,0.0,0.112,0.0,17,6,high_value
U00477,36.96,38,4,3,346.88,112.92,5.0,0.191,1.0,52,8,normal
U00822,212.61,129,6,0,0.0,99.73,1.0,0.258,0.0,71,17,low_conversion
U00772,36.17,66,14,10,1896.56,178.71,3.0,0.294,0.0,14,16,high_value
U00106,59.93,35,3,1,167.91,173.23,1.0,0.178,0.0,24,4,normal
U00566,66.36,41,2,1,108.34,99.48,0.0,0.103,0.0,47,9,normal
U00390,70.67,40,3,2,172.45,80.31,3.0,0.176,0.0,42,12,normal
U00002,73.45,43,5,0,0.0,132.13,,0.246,0.0,57,6,normal
U00938,67.06,71,8,2,361.31,183.04,,0.488,0.0,20,7,promotion_abuse_like
U00983,238.93,244,7,5,166.4,35.8,1.0,0.275,0.0,46,50,high_activity_anomaly
U00562,21.77,40,4,3,479.84,172.61,3.0,0.034,0.0,16,6,normal
U00081,26.34,48,3,1,114.8,111.81,0.0,0.262,0.0,26,4,normal
U00206,64.93,36,11,2,203.55,90.14,,0.211,,13,6,normal
U00035,81.59,37,4,0,0.0,85.86,1.0,0.279,0.0,29,9,normal
U00776,72.98,53,8,8,1129.18,138.52,1.0,0.082,0.0,5,10,high_value
U00509,55.25,35,3,3,230.12,84.78,2.0,0.135,0.0,57,6,normal
U00428,40.62,35,8,3,349.44,107.68,2.0,0.233,0.0,28,7,normal
U00455,38.01,37,3,3,416.61,128.68,1.0,0.151,,47,5,normal
U00367,50.29,32,3,3,215.48,74.95,3.0,0.24,0.0,50,6,normal
U00092,44.86,28,6,2,270.84,117.92,1.0,0.173,0.0,57,3,normal
U00340,66.89,30,6,2,139.33,81.1,0.0,0.167,0.0,44,3,normal
U00898,138.57,88,8,3,314.4,95.99,6.0,0.659,3.0,39,7,promotion_abuse_like
U00565,35.37,26,4,1,81.79,77.12,0.0,0.129,,58,3,normal
U00346,75.86,40,4,0,0.0,92.17,2.0,0.217,0.0,30,9,normal
U00777,88.25,44,4,4,1003.35,241.55,,0.044,1.0,11,11,high_value
U00242,39.32,47,5,1,102.19,92.95,1.0,0.11,0.0,32,3,normal
U00014,73.85,33,7,0,0.0,65.76,0.0,0.134,0.0,46,8,normal
U00316,57.34,35,5,1,122.93,123.49,1.0,0.174,0.0,38,7,normal
U00601,55.24,28,9,1,127.38,120.97,2.0,0.205,0.0,45,6,normal
U00388,56.7,35,6,2,308.43,157.7,3.0,0.068,0.0,42,8,normal
U00274,58.07,46,2,2,258.19,150.88,,0.164,0.0,57,4,normal
U00167,33.5,37,5,0,0.0,115.01,3.0,0.187,0.0,13,7,normal
U00841,217.87,115,18,1,116.66,111.76,0.0,0.239,0.0,30,10,low_conversion
U00993,275.12,253,12,1,110.5,108.63,3.0,0.281,0.0,18,30,high_activity_anomaly
U00647,58.56,43,6,1,102.82,118.1,1.0,0.264,,55,9,normal
U00819,176.5,117,6,1,129.4,126.58,0.0,0.307,,23,14,low_conversion
U00485,38.24,47,5,3,369.99,118.4,0.0,0.173,,27,5,normal
U00981,138.07,253,10,1,131.18,123.05,2.0,0.113,0.0,54,47,high_activity_anomaly
U00505,72.63,44,2,1,104.6,106.92,2.0,0.102,0.0,54,6,normal
U00832,144.16,130,18,0,0.0,104.5,1.0,0.167,,37,19,low_conversion
U00244,56.02,40,4,0,0.0,68.71,0.0,0.246,0.0,43,7,normal
U00567,71.35,47,2,2,110.37,56.26,1.0,0.143,,46,7,normal
U00876,47.17,128,15,0,0.0,84.19,,0.259,0.0,101,11,low_conversion
U00563,46.8,35,4,3,452.19,159.51,0.0,0.126,0.0,54,13,normal
U00687,60.56,32,1,1,151.91,145.02,,0.056,0.0,59,4,normal
U00190,27.08,29,2,2,263.26,141.88,1.0,0.003,,42,4,normal
U00783,157.03,108,18,1,152.51,153.19,1.0,0.153,0.0,54,17,low_conversion
U00700,60.23,36,6,0,0.0,191.54,5.0,0.15,0.0,30,7,normal
U00476,21.48,42,5,2,334.73,165.91,1.0,0.322,0.0,47,4,normal
U00682,75.22,30,5,1,111.76,133.5,2.0,0.154,0.0,15,5,normal
U00511,53.23,37,5,0,0.0,97.22,,0.332,0.0,45,10,normal
U00059,52.4,51,5,0,0.0,74.08,,0.232,0.0,23,8,normal
U00475,59.22,37,3,0,0.0,101.55,1.0,0.141,0.0,48,9,normal
U00561,51.14,37,3,0,0.0,65.63,2.0,0.126,0.0,31,5,normal
U00857,214.98,124,26,1,96.91,91.67,0.0,0.286,,102,12,low_conversion
U00748,100.19,55,8,0,0.0,185.79,1.0,0.236,,1,10,high_value
U00253,44.45,41,5,0,0.0,138.44,1.0,0.073,0.0,3,5,normal
U00022,56.32,30,3,3,258.48,89.57,0.0,0.229,0.0,4,5,normal
U00314,55.26,38,9,4,1050.31,260.9,0.0,0.251,0.0,48,8,normal
U00460,105.63,42,4,1,117.4,128.12,0.0,0.16,0.0,59,9,normal
U00161,67.21,47,3,2,272.07,140.76,1.0,0.347,0.0,14,12,normal
U00277,50.46,38,4,4,351.68,108.95,3.0,0.216,,17,4,normal
U00956,212.85,260,10,1,82.06,75.43,2.0,0.094,0.0,29,37,high_activity_anomaly
U00192,46.9,28,6,0,0.0,175.73,0.0,0.108,0.0,6,7,normal
U00386,57.37,28,5,3,427.55,144.72,0.0,0.244,0.0,13,10,normal
U00806,202.63,141,14,0,0.0,69.83,0.0,0.321,0.0,111,14,low_conversion
U00414,64.99,35,4,4,717.8,179.74,1.0,0.283,,57,4,normal
U00492,51.13,33,5,2,256.98,143.33,0.0,0.082,,12,9,normal
U00344,68.8,41,2,0,0.0,152.29,3.0,0.182,0.0,25,6,normal
U00770,120.83,55,14,10,4363.51,372.2,,0.12,0.0,2,9,high_value
U00309,57.87,22,3,1,136.4,156.26,1.0,0.172,0.0,45,6,normal
U00662,39.1,32,3,1,122.3,116.89,0.0,0.191,,38,6,normal
U00131,50.34,36,5,1,86.2,80.5,0.0,0.157,0.0,37,5,normal
U00664,35.19,48,7,0,0.0,166.77,0.0,0.109,0.0,34,10,normal
U00872,94.56,115,24,0,0.0,102.89,0.0,0.202,0.0,112,8,low_conversion
U00100,63.59,42,4,2,221.49,138.14,1.0,0.167,0.0,35,6,normal
U00373,38.53,30,3,3,399.15,133.73,2.0,0.0,0.0,8,8,normal
U00088,21.66,28,6,0,0.0,118.3,2.0,0.181,0.0,30,4,normal
U00459,77.45,29,2,2,202.99,105.08,0.0,0.223,0.0,5,3,normal
U00331,72.94,38,1,1,38.0,35.09,2.0,0.0,0.0,33,8,normal
U00215,73.48,41,4,4,910.42,212.99,2.0,0.174,,56,8,normal
U00467,33.1,41,1,1,128.0,125.33,,0.07,0.0,40,7,normal
U00122,39.23,36,4,3,525.34,191.36,0.0,0.13,0.0,15,5,normal
U00615,77.64,42,4,0,0.0,112.1,,0.27,,44,4,normal
U00021,45.47,39,6,0,0.0,170.49,2.0,0.186,0.0,5,3,normal
U00701,138.74,70,12,11,2893.46,264.29,1.0,0.28,0.0,16,12,high_value
U00072,34.81,42,2,0,0.0,140.67,1.0,0.203,0.0,37,4,normal
U00107,54.87,31,4,3,225.14,79.61,0.0,0.097,0.0,58,2,normal
U00271,58.91,32,2,2,304.38,158.53,1.0,0.145,0.0,15,6,normal
U00861,162.43,120,22,1,104.98,104.61,,0.353,0.0,88,16,low_conversion
U00436,103.67,32,3,2,164.93,84.83,,0.067,0.0,16,14,normal
U00103,72.29,38,2,1,106.86,99.7,0.0,0.119,0.0,17,3,normal
